section,gender,type,count
131216003,H,students_age_20_24,18.0
131216003,H,housestay,1.0
131216003,H,reformed,149.0
131216003,H,children_under_10,42.0
131216003,H,undemployed,47.0
131216024,M,worker_1st_sector,1.0
131216024,M,worker_2nd_sector,21.0
131216024,M,worker_3rd_sector,291.0
131216024,M,autonomous_or_employer,14.0
131216024,M,students_age_10_14,21.0
131216024,M,students_age_15_19,26.0
131216024,M,students_age_20_24,24.0
131216024,M,housestay,49.0
131216024,M,reformed,154.0
131216024,M,children_under_10,57.0
131216024,M,undemployed,94.0
131216024,H,worker_1st_sector,0.0
131216024,H,worker_2nd_sector,61.0
131216024,H,worker_3rd_sector,232.0
131216024,H,autonomous_or_employer,18.0
131216024,H,students_age_10_14,35.0
131216024,H,students_age_15_19,33.0
131216024,H,students_age_20_24,18.0
131216024,H,housestay,1.0
131216024,H,reformed,124.0
131216024,H,children_under_10,81.0
131216024,H,undemployed,106.0
131211034,M,worker_1st_sector,1.0
131211034,M,worker_2nd_sector,15.0
131211034,M,worker_3rd_sector,226.0
131211034,M,autonomous_or_employer,28.0
131211034,M,students_age_10_14,8.0
131211034,M,students_age_15_19,8.0
131211034,M,students_age_20_24,12.0
131211034,M,housestay,17.0
131211034,M,reformed,168.0
131211034,M,children_under_10,40.0
131211034,M,undemployed,88.0
131211034,H,worker_1st_sector,3.0
131211034,H,worker_2nd_sector,52.0
131211034,H,worker_3rd_sector,139.0
131211034,H,autonomous_or_employer,33.0
131211034,H,students_age_10_14,11.0
131211034,H,students_age_15_19,9.0
131211034,H,students_age_20_24,14.0
131211034,H,housestay,2.0
131211034,H,reformed,120.0
131211034,H,children_under_10,57.0
131211034,H,undemployed,79.0
131210048,M,worker_1st_sector,0.0
131210048,M,worker_2nd_sector,17.0
131210048,M,worker_3rd_sector,245.0
131210048,M,autonomous_or_employer,26.0
131210048,M,students_age_10_14,11.0
131210048,M,students_age_15_19,11.0
131210048,M,students_age_20_24,23.0
131210048,M,housestay,21.0
131210048,M,reformed,171.0
131210048,M,children_under_10,36.0
131210048,M,undemployed,64.0
131210048,H,worker_1st_sector,2.0
131210048,H,worker_2nd_sector,27.0
131210048,H,worker_3rd_sector,222.0
131210048,H,autonomous_or_employer,26.0
131210048,H,students_age_10_14,19.0
131210048,H,students_age_15_19,16.0
131210048,H,students_age_20_24,26.0
131210048,H,housestay,4.0
131210048,H,reformed,121.0
131210048,H,children_under_10,34.0
131210048,H,undemployed,78.0
131210005,M,worker_1st_sector,1.0
131210005,M,worker_2nd_sector,15.0
131210005,M,worker_3rd_sector,177.0
131210005,M,autonomous_or_employer,29.0
131210005,M,students_age_10_14,8.0
131210005,M,students_age_15_19,10.0
131210005,M,students_age_20_24,15.0
131210005,M,housestay,18.0
131210005,M,reformed,142.0
131210005,M,children_under_10,43.0
131210005,M,undemployed,134.0
131210005,H,worker_1st_sector,3.0
131210005,H,worker_2nd_sector,40.0
131210005,H,worker_3rd_sector,145.0
131210005,H,autonomous_or_employer,16.0
131210005,H,students_age_10_14,9.0
131210005,H,students_age_15_19,11.0
131210005,H,students_age_20_24,13.0
131210005,H,housestay,1.0
131210005,H,reformed,98.0
131210005,H,children_under_10,28.0
131210005,H,undemployed,204.0
131210032,M,worker_1st_sector,0.0
131210032,M,worker_2nd_sector,20.0
131210032,M,worker_3rd_sector,219.0
131210032,M,autonomous_or_employer,35.0
131210032,M,students_age_10_14,13.0
131210032,M,students_age_15_19,11.0
131210032,M,students_age_20_24,20.0
131210032,M,housestay,17.0
131210032,M,reformed,135.0
131210032,M,children_under_10,25.0
131210032,M,undemployed,56.0
131210032,H,worker_1st_sector,0.0
131210032,H,worker_2nd_sector,41.0
131210032,H,worker_3rd_sector,176.0
131210032,H,autonomous_or_employer,22.0
131210032,H,students_age_10_14,16.0
131210032,H,students_age_15_19,17.0
131210032,H,students_age_20_24,25.0
131210032,H,housestay,9.0
131210032,H,reformed,73.0
131210032,H,children_under_10,40.0
131210032,H,undemployed,68.0
131217022,M,worker_1st_sector,2.0
131217022,M,worker_2nd_sector,15.0
131217022,M,worker_3rd_sector,196.0
131217022,M,autonomous_or_employer,19.0
131217022,M,students_age_10_14,7.0
131217022,M,students_age_15_19,10.0
131217022,M,students_age_20_24,23.0
131217022,M,housestay,15.0
131217022,M,reformed,144.0
131217022,M,children_under_10,17.0
131217022,M,undemployed,55.0
131217022,H,worker_1st_sector,2.0
131217022,H,worker_2nd_sector,32.0
131217022,H,worker_3rd_sector,163.0
131217022,H,autonomous_or_employer,27.0
131217022,H,students_age_10_14,10.0
131217022,H,students_age_15_19,9.0
131217022,H,students_age_20_24,12.0
131217022,H,housestay,0.0
131217022,H,reformed,90.0
131217022,H,children_under_10,28.0
131217022,H,undemployed,57.0
131210006,M,worker_1st_sector,0.0
131210006,M,worker_2nd_sector,9.0
131210006,M,worker_3rd_sector,193.0
131210006,M,autonomous_or_employer,29.0
131210006,M,students_age_10_14,9.0
131210006,M,students_age_15_19,16.0
131210006,M,students_age_20_24,25.0
131210006,M,housestay,14.0
131210006,M,reformed,144.0
131210006,M,children_under_10,27.0
131210006,M,undemployed,47.0
131210006,H,worker_1st_sector,1.0
131210006,H,worker_2nd_sector,33.0
131210006,H,worker_3rd_sector,179.0
131210006,H,autonomous_or_employer,25.0
131210006,H,students_age_10_14,8.0
131210006,H,students_age_15_19,11.0
131210006,H,students_age_20_24,11.0
131210006,H,housestay,0.0
131210006,H,reformed,107.0
131210006,H,children_under_10,33.0
131210006,H,undemployed,37.0
131216004,M,worker_1st_sector,1.0
131216004,M,worker_2nd_sector,20.0
131216004,M,worker_3rd_sector,187.0
131216004,M,autonomous_or_employer,24.0
131216004,M,students_age_10_14,8.0
131216004,M,students_age_15_19,8.0
131216004,M,students_age_20_24,9.0
131216004,M,housestay,18.0
131216004,M,reformed,140.0
131216004,M,children_under_10,41.0
131216004,M,undemployed,53.0
131216004,H,worker_1st_sector,3.0
131216004,H,worker_2nd_sector,37.0
131216004,H,worker_3rd_sector,163.0
131216004,H,autonomous_or_employer,17.0
131216004,H,students_age_10_14,12.0
131216004,H,students_age_15_19,13.0
131216004,H,students_age_20_24,13.0
131216004,H,housestay,0.0
131216004,H,reformed,87.0
131216004,H,children_under_10,46.0
131216004,H,undemployed,43.0
131203009,M,worker_1st_sector,0.0
131203009,M,worker_2nd_sector,14.0
131203009,M,worker_3rd_sector,141.0
131203009,M,autonomous_or_employer,20.0
131203009,M,students_age_10_14,5.0
131203009,M,students_age_15_19,5.0
131203009,M,students_age_20_24,7.0
131203009,M,housestay,6.0
131203009,M,reformed,34.0
131203009,M,children_under_10,24.0
131203009,M,undemployed,27.0
131203009,H,worker_1st_sector,0.0
131203009,H,worker_2nd_sector,35.0
131203009,H,worker_3rd_sector,141.0
131203009,H,autonomous_or_employer,9.0
131203009,H,students_age_10_14,4.0
131203009,H,students_age_15_19,6.0
131203009,H,students_age_20_24,11.0
131203009,H,housestay,2.0
131203009,H,reformed,28.0
131203009,H,children_under_10,38.0
131203009,H,undemployed,21.0
131202007,M,worker_1st_sector,0.0
131202007,M,worker_2nd_sector,14.0
131202007,M,worker_3rd_sector,199.0
131202007,M,autonomous_or_employer,23.0
131202007,M,students_age_10_14,9.0
131202007,M,students_age_15_19,10.0
131202007,M,students_age_20_24,14.0
131202007,M,housestay,18.0
131202007,M,reformed,162.0
131202007,M,children_under_10,30.0
131202007,M,undemployed,60.0
131202007,H,worker_1st_sector,1.0
131202007,H,worker_2nd_sector,33.0
131202007,H,worker_3rd_sector,147.0
131202007,H,autonomous_or_employer,23.0
131202007,H,students_age_10_14,10.0
131202007,H,students_age_15_19,10.0
131202007,H,students_age_20_24,15.0
131202007,H,housestay,1.0
131202007,H,reformed,115.0
131202007,H,children_under_10,26.0
131202007,H,undemployed,57.0
131202021,M,worker_1st_sector,0.0
131202021,M,worker_2nd_sector,12.0
131202021,M,worker_3rd_sector,188.0
131202021,M,autonomous_or_employer,42.0
131202021,M,students_age_10_14,7.0
131202021,M,students_age_15_19,3.0
131202021,M,students_age_20_24,10.0
131202021,M,housestay,15.0
131202021,M,reformed,158.0
131202021,M,children_under_10,31.0
131202021,M,undemployed,77.0
131202021,H,worker_1st_sector,0.0
131202021,H,worker_2nd_sector,40.0
131202021,H,worker_3rd_sector,152.0
131202021,H,autonomous_or_employer,39.0
131202021,H,students_age_10_14,8.0
131202021,H,students_age_15_19,14.0
131202021,H,students_age_20_24,10.0
131202021,H,housestay,1.0
131202021,H,reformed,83.0
131202021,H,children_under_10,32.0
131202021,H,undemployed,73.0
131202006,M,worker_1st_sector,0.0
131202006,M,worker_2nd_sector,12.0
131202006,M,worker_3rd_sector,166.0
131202006,M,autonomous_or_employer,27.0
131202006,M,students_age_10_14,4.0
131202006,M,students_age_15_19,4.0
131202006,M,students_age_20_24,10.0
131202006,M,housestay,14.0
131202006,M,reformed,147.0
131202006,M,children_under_10,23.0
131202006,M,undemployed,36.0
131202006,H,worker_1st_sector,2.0
131202006,H,worker_2nd_sector,26.0
131202006,H,worker_3rd_sector,132.0
131202006,H,autonomous_or_employer,22.0
131202006,H,students_age_10_14,5.0
131202006,H,students_age_15_19,4.0
131202006,H,students_age_20_24,6.0
131202006,H,housestay,0.0
131202006,H,reformed,98.0
131202006,H,children_under_10,28.0
131202006,H,undemployed,39.0
131202004,M,worker_1st_sector,1.0
131202004,M,worker_2nd_sector,20.0
131202004,M,worker_3rd_sector,134.0
131202004,M,autonomous_or_employer,41.0
131202004,M,students_age_10_14,2.0
131202004,M,students_age_15_19,6.0
131202004,M,students_age_20_24,8.0
131202004,M,housestay,21.0
131202004,M,reformed,169.0
131202004,M,children_under_10,39.0
131202004,M,undemployed,55.0
131202004,H,worker_1st_sector,1.0
131202004,H,worker_2nd_sector,44.0
131202004,H,worker_3rd_sector,149.0
131202004,H,autonomous_or_employer,33.0
131202004,H,students_age_10_14,6.0
131202004,H,students_age_15_19,8.0
131202004,H,students_age_20_24,15.0
131202004,H,housestay,1.0
131202004,H,reformed,95.0
131202004,H,children_under_10,20.0
131202004,H,undemployed,54.0
131217004,M,worker_1st_sector,0.0
131217004,M,worker_2nd_sector,9.0
131217004,M,worker_3rd_sector,162.0
131217004,M,autonomous_or_employer,22.0
131217004,M,students_age_10_14,3.0
131217004,M,students_age_15_19,5.0
131217004,M,students_age_20_24,15.0
131217004,M,housestay,10.0
131217004,M,reformed,119.0
131217004,M,children_under_10,20.0
131217004,M,undemployed,39.0
131217004,H,worker_1st_sector,0.0
131217004,H,worker_2nd_sector,22.0
131217004,H,worker_3rd_sector,138.0
131217004,H,autonomous_or_employer,22.0
131217004,H,students_age_10_14,5.0
131217004,H,students_age_15_19,4.0
131217004,H,students_age_20_24,8.0
131217004,H,housestay,4.0
131217004,H,reformed,58.0
131217004,H,children_under_10,18.0
131217004,H,undemployed,29.0
131211023,M,worker_1st_sector,2.0
131211023,M,worker_2nd_sector,21.0
131211023,M,worker_3rd_sector,290.0
131211023,M,autonomous_or_employer,43.0
131211023,M,students_age_10_14,11.0
131211023,M,students_age_15_19,19.0
131211023,M,students_age_20_24,23.0
131211023,M,housestay,23.0
131211023,M,reformed,157.0
131211023,M,children_under_10,32.0
131211023,M,undemployed,80.0
131211023,H,worker_1st_sector,3.0
131211023,H,worker_2nd_sector,62.0
131211023,H,worker_3rd_sector,224.0
131211023,H,autonomous_or_employer,34.0
131211023,H,students_age_10_14,11.0
131211023,H,students_age_15_19,16.0
131211023,H,students_age_20_24,24.0
131211023,H,housestay,2.0
131211023,H,reformed,105.0
131211023,H,children_under_10,40.0
131211023,H,undemployed,63.0
131217026,M,worker_1st_sector,0.0
131217026,M,worker_2nd_sector,10.0
131217026,M,worker_3rd_sector,172.0
131217026,M,autonomous_or_employer,27.0
131217026,M,students_age_10_14,8.0
131217026,M,students_age_15_19,8.0
131217026,M,students_age_20_24,10.0
131217026,M,housestay,13.0
131217026,M,reformed,124.0
131217026,M,children_under_10,22.0
131217026,M,undemployed,48.0
131217026,H,worker_1st_sector,2.0
131217026,H,worker_2nd_sector,27.0
131217026,H,worker_3rd_sector,140.0
131217026,H,autonomous_or_employer,13.0
131217026,H,students_age_10_14,5.0
131217026,H,students_age_15_19,4.0
131217026,H,students_age_20_24,6.0
131217026,H,housestay,2.0
131217026,H,reformed,89.0
131217026,H,children_under_10,24.0
131217026,H,undemployed,46.0
131203030,M,worker_1st_sector,0.0
131203030,M,worker_2nd_sector,11.0
131203030,M,worker_3rd_sector,218.0
131203030,M,autonomous_or_employer,73.0
131203030,M,students_age_10_14,13.0
131203030,M,students_age_15_19,16.0
131203030,M,students_age_20_24,20.0
131203030,M,housestay,35.0
131203030,M,reformed,187.0
131203030,M,children_under_10,42.0
131203030,M,undemployed,151.0
131203030,H,worker_1st_sector,0.0
131203030,H,worker_2nd_sector,75.0
131203030,H,worker_3rd_sector,175.0
131203030,H,autonomous_or_employer,57.0
131203030,H,students_age_10_14,11.0
131203030,H,students_age_15_19,9.0
131203030,H,students_age_20_24,14.0
131203030,H,housestay,2.0
131203030,H,reformed,153.0
131203030,H,children_under_10,56.0
131203030,H,undemployed,120.0
131203002,M,worker_1st_sector,0.0
131203002,M,worker_2nd_sector,14.0
131203002,M,worker_3rd_sector,178.0
131203002,M,autonomous_or_employer,51.0
131203002,M,students_age_10_14,13.0
131203002,M,students_age_15_19,12.0
131203002,M,students_age_20_24,13.0
131203002,M,housestay,94.0
131203002,M,reformed,195.0
131203002,M,children_under_10,84.0
131203002,M,undemployed,137.0
131203002,H,worker_1st_sector,1.0
131203002,H,worker_2nd_sector,47.0
131203002,H,worker_3rd_sector,128.0
131203002,H,autonomous_or_employer,50.0
131203002,H,students_age_10_14,13.0
131203002,H,students_age_15_19,12.0
131203002,H,students_age_20_24,11.0
131203002,H,housestay,29.0
131203002,H,reformed,163.0
131203002,H,children_under_10,70.0
131203002,H,undemployed,170.0
131203005,M,worker_1st_sector,1.0
131203005,M,worker_2nd_sector,14.0
131203005,M,worker_3rd_sector,191.0
131203005,M,autonomous_or_employer,38.0
131203005,M,students_age_10_14,9.0
131203005,M,students_age_15_19,14.0
131203005,M,students_age_20_24,13.0
131203005,M,housestay,21.0
131203005,M,reformed,195.0
131203005,M,children_under_10,38.0
131203005,M,undemployed,80.0
131203005,H,worker_1st_sector,0.0
131203005,H,worker_2nd_sector,43.0
131203005,H,worker_3rd_sector,126.0
131203005,H,autonomous_or_employer,35.0
131203005,H,students_age_10_14,10.0
131203005,H,students_age_15_19,10.0
131203005,H,students_age_20_24,12.0
131203005,H,housestay,1.0
131203005,H,reformed,126.0
131203005,H,children_under_10,49.0
131203005,H,undemployed,108.0
131203022,M,worker_1st_sector,0.0
131203022,M,worker_2nd_sector,15.0
131203022,M,worker_3rd_sector,164.0
131203022,M,autonomous_or_employer,80.0
131203022,M,students_age_10_14,8.0
131203022,M,students_age_15_19,6.0
131203022,M,students_age_20_24,10.0
131203022,M,housestay,21.0
131203022,M,reformed,195.0
131203022,M,children_under_10,42.0
131203022,M,undemployed,94.0
131203022,H,worker_1st_sector,1.0
131203022,H,worker_2nd_sector,43.0
131203022,H,worker_3rd_sector,116.0
131203022,H,autonomous_or_employer,64.0
131203022,H,students_age_10_14,12.0
131203022,H,students_age_15_19,15.0
131203022,H,students_age_20_24,15.0
131203022,H,housestay,3.0
131203022,H,reformed,143.0
131203022,H,children_under_10,37.0
131203022,H,undemployed,96.0
131210004,M,worker_1st_sector,1.0
131210004,M,worker_2nd_sector,21.0
131210004,M,worker_3rd_sector,201.0
131210004,M,autonomous_or_employer,38.0
131210004,M,students_age_10_14,10.0
131210004,M,students_age_15_19,10.0
131210004,M,students_age_20_24,15.0
131210004,M,housestay,28.0
131210004,M,reformed,204.0
131210004,M,children_under_10,40.0
131210004,M,undemployed,96.0
131210004,H,worker_1st_sector,0.0
131210004,H,worker_2nd_sector,46.0
131210004,H,worker_3rd_sector,143.0
131210004,H,autonomous_or_employer,33.0
131210004,H,students_age_10_14,14.0
131210004,H,students_age_15_19,11.0
131210004,H,students_age_20_24,10.0
131210004,H,housestay,0.0
131210004,H,reformed,150.0
131210004,H,children_under_10,45.0
131210004,H,undemployed,85.0
131211010,M,worker_1st_sector,0.0
131211010,M,worker_2nd_sector,11.0
131211010,M,worker_3rd_sector,123.0
131211010,M,autonomous_or_employer,17.0
131211010,M,students_age_10_14,5.0
131211010,M,students_age_15_19,7.0
131211010,M,students_age_20_24,9.0
131211010,M,housestay,6.0
131211010,M,reformed,104.0
131211010,M,children_under_10,21.0
131211010,M,undemployed,34.0
131211010,H,worker_1st_sector,1.0
131211010,H,worker_2nd_sector,35.0
131211010,H,worker_3rd_sector,97.0
131211010,H,autonomous_or_employer,14.0
131211010,H,students_age_10_14,6.0
131211010,H,students_age_15_19,7.0
131211010,H,students_age_20_24,10.0
131211010,H,housestay,1.0
131211010,H,reformed,70.0
131211010,H,children_under_10,25.0
131211010,H,undemployed,37.0
131211012,M,worker_1st_sector,1.0
131211012,M,worker_2nd_sector,25.0
131211012,M,worker_3rd_sector,211.0
131211012,M,autonomous_or_employer,10.0
131211012,M,students_age_10_14,18.0
131211012,M,students_age_15_19,23.0
131211012,M,students_age_20_24,19.0
131211012,M,housestay,6.0
131211012,M,reformed,61.0
131211012,M,children_under_10,63.0
131211012,M,undemployed,47.0
131211012,H,worker_1st_sector,1.0
131211012,H,worker_2nd_sector,41.0
131211012,H,worker_3rd_sector,187.0
131211012,H,autonomous_or_employer,9.0
131211012,H,students_age_10_14,14.0
131211012,H,students_age_15_19,12.0
131211012,H,students_age_20_24,9.0
131211012,H,housestay,1.0
131211012,H,reformed,37.0
131211012,H,children_under_10,66.0
131211012,H,undemployed,48.0
131218004,M,worker_1st_sector,0.0
131218004,M,worker_2nd_sector,13.0
131218004,M,worker_3rd_sector,208.0
131218004,M,autonomous_or_employer,22.0
131218004,M,students_age_10_14,9.0
131218004,M,students_age_15_19,8.0
131218004,M,students_age_20_24,12.0
131218004,M,housestay,24.0
131218004,M,reformed,163.0
131218004,M,children_under_10,36.0
131218004,M,undemployed,66.0
131218004,H,worker_1st_sector,3.0
131218004,H,worker_2nd_sector,46.0
131218004,H,worker_3rd_sector,182.0
131218004,H,autonomous_or_employer,18.0
131218004,H,students_age_10_14,8.0
131218004,H,students_age_15_19,14.0
131218004,H,students_age_20_24,17.0
131218004,H,housestay,3.0
131218004,H,reformed,116.0
131218004,H,children_under_10,41.0
131218004,H,undemployed,45.0
131218011,M,worker_1st_sector,4.0
131218011,M,worker_2nd_sector,18.0
131218011,M,worker_3rd_sector,181.0
131218011,M,autonomous_or_employer,18.0
131218011,M,students_age_10_14,10.0
131218011,M,students_age_15_19,10.0
131218011,M,students_age_20_24,14.0
131218011,M,housestay,23.0
131218011,M,reformed,162.0
131218011,M,children_under_10,38.0
131218011,M,undemployed,75.0
131218011,H,worker_1st_sector,2.0
131218011,H,worker_2nd_sector,38.0
131218011,H,worker_3rd_sector,153.0
131218011,H,autonomous_or_employer,20.0
131218011,H,students_age_10_14,16.0
131218011,H,students_age_15_19,11.0
131218011,H,students_age_20_24,14.0
131218011,H,housestay,0.0
131218011,H,reformed,107.0
131218011,H,children_under_10,42.0
131218011,H,undemployed,63.0
131217032,M,worker_1st_sector,0.0
131217032,M,worker_2nd_sector,2.0
131217032,M,worker_3rd_sector,83.0
131217032,M,autonomous_or_employer,18.0
131217032,M,students_age_10_14,2.0
131217032,M,students_age_15_19,5.0
131217032,M,students_age_20_24,10.0
131217032,M,housestay,10.0
131217032,M,reformed,128.0
131217032,M,children_under_10,9.0
131217032,M,undemployed,32.0
131217032,H,worker_1st_sector,1.0
131217032,H,worker_2nd_sector,28.0
131217032,H,worker_3rd_sector,54.0
131217032,H,autonomous_or_employer,28.0
131217032,H,students_age_10_14,3.0
131217032,H,students_age_15_19,2.0
131217032,H,students_age_20_24,4.0
131217032,H,housestay,0.0
131217032,H,reformed,88.0
131217032,H,children_under_10,14.0
131217032,H,undemployed,44.0
131216018,M,worker_1st_sector,1.0
131216018,M,worker_2nd_sector,22.0
131216018,M,worker_3rd_sector,234.0
131216018,M,autonomous_or_employer,29.0
131216018,M,students_age_10_14,11.0
131216018,M,students_age_15_19,13.0
131216018,M,students_age_20_24,14.0
131216018,M,housestay,39.0
131216018,M,reformed,316.0
131216018,M,children_under_10,60.0
131216018,M,undemployed,152.0
131216018,H,worker_1st_sector,1.0
131216018,H,worker_2nd_sector,66.0
131216018,H,worker_3rd_sector,179.0
131216018,H,autonomous_or_employer,34.0
131216018,H,students_age_10_14,17.0
131216018,H,students_age_15_19,15.0
131216018,H,students_age_20_24,13.0
131216018,H,housestay,0.0
131216018,H,reformed,219.0
131216018,H,children_under_10,56.0
131216018,H,undemployed,190.0
131210039,M,worker_1st_sector,0.0
131210039,M,worker_2nd_sector,9.0
131210039,M,worker_3rd_sector,153.0
131210039,M,autonomous_or_employer,46.0
131210039,M,students_age_10_14,10.0
131210039,M,students_age_15_19,11.0
131210039,M,students_age_20_24,16.0
131210039,M,housestay,16.0
131210039,M,reformed,206.0
131210039,M,children_under_10,27.0
131210039,M,undemployed,97.0
131210039,H,worker_1st_sector,0.0
131210039,H,worker_2nd_sector,42.0
131210039,H,worker_3rd_sector,114.0
131210039,H,autonomous_or_employer,45.0
131210039,H,students_age_10_14,7.0
131210039,H,students_age_15_19,12.0
131210039,H,students_age_20_24,14.0
131210039,H,housestay,3.0
131210039,H,reformed,120.0
131210039,H,children_under_10,25.0
131210039,H,undemployed,86.0
131216020,M,worker_1st_sector,4.0
131216020,M,worker_2nd_sector,26.0
131216020,M,worker_3rd_sector,271.0
131216020,M,autonomous_or_employer,15.0
131216020,M,students_age_10_14,15.0
131216020,M,students_age_15_19,17.0
131216020,M,students_age_20_24,14.0
131216020,M,housestay,20.0
131216020,M,reformed,117.0
131216020,M,children_under_10,59.0
131216020,M,undemployed,64.0
131216020,H,worker_1st_sector,5.0
131216020,H,worker_2nd_sector,46.0
131216020,H,worker_3rd_sector,215.0
131216020,H,autonomous_or_employer,14.0
131216020,H,students_age_10_14,19.0
131216020,H,students_age_15_19,22.0
131216020,H,students_age_20_24,29.0
131216020,H,housestay,2.0
131216020,H,reformed,88.0
131216020,H,children_under_10,65.0
131216020,H,undemployed,61.0
131211026,M,worker_1st_sector,0.0
131211026,M,worker_2nd_sector,15.0
131211026,M,worker_3rd_sector,230.0
131211026,M,autonomous_or_employer,25.0
131211026,M,students_age_10_14,7.0
131211026,M,students_age_15_19,14.0
131211026,M,students_age_20_24,17.0
131211026,M,housestay,24.0
131211026,M,reformed,171.0
131211026,M,children_under_10,35.0
131211026,M,undemployed,55.0
131211026,H,worker_1st_sector,0.0
131211026,H,worker_2nd_sector,45.0
131211026,H,worker_3rd_sector,170.0
131211026,H,autonomous_or_employer,30.0
131211026,H,students_age_10_14,10.0
131211026,H,students_age_15_19,8.0
131211026,H,students_age_20_24,11.0
131211026,H,housestay,0.0
131211026,H,reformed,109.0
131211026,H,children_under_10,52.0
131211026,H,undemployed,65.0
131211005,M,worker_1st_sector,0.0
131211005,M,worker_2nd_sector,14.0
131211005,M,worker_3rd_sector,157.0
131211005,M,autonomous_or_employer,59.0
131211005,M,students_age_10_14,11.0
131211005,M,students_age_15_19,6.0
131211005,M,students_age_20_24,9.0
131211005,M,housestay,22.0
131211005,M,reformed,245.0
131211005,M,children_under_10,44.0
131211005,M,undemployed,143.0
131211005,H,worker_1st_sector,0.0
131211005,H,worker_2nd_sector,49.0
131211005,H,worker_3rd_sector,111.0
131211005,H,autonomous_or_employer,64.0
131211005,H,students_age_10_14,12.0
131211005,H,students_age_15_19,13.0
131211005,H,students_age_20_24,12.0
131211005,H,housestay,2.0
131211005,H,reformed,149.0
131211005,H,children_under_10,46.0
131211005,H,undemployed,140.0
131211003,M,worker_1st_sector,3.0
131211003,M,worker_2nd_sector,27.0
131211003,M,worker_3rd_sector,243.0
131211003,M,autonomous_or_employer,18.0
131211003,M,students_age_10_14,13.0
131211003,M,students_age_15_19,16.0
131211003,M,students_age_20_24,11.0
131211003,M,housestay,24.0
131211003,M,reformed,114.0
131211003,M,children_under_10,44.0
131211003,M,undemployed,51.0
131211003,H,worker_1st_sector,1.0
131211003,H,worker_2nd_sector,45.0
131211003,H,worker_3rd_sector,202.0
131211003,H,autonomous_or_employer,15.0
131211003,H,students_age_10_14,14.0
131211003,H,students_age_15_19,18.0
131211003,H,students_age_20_24,25.0
131211003,H,housestay,2.0
131211003,H,reformed,80.0
131211003,H,children_under_10,42.0
131211003,H,undemployed,35.0
131210021,M,worker_1st_sector,0.0
131210021,M,worker_2nd_sector,16.0
131210021,M,worker_3rd_sector,222.0
131210021,M,autonomous_or_employer,27.0
131210021,M,students_age_10_14,5.0
131210021,M,students_age_15_19,6.0
131210021,M,students_age_20_24,13.0
131210021,M,housestay,17.0
131210021,M,reformed,187.0
131210021,M,children_under_10,29.0
131210021,M,undemployed,52.0
131210021,H,worker_1st_sector,1.0
131210021,H,worker_2nd_sector,27.0
131210021,H,worker_3rd_sector,165.0
131210021,H,autonomous_or_employer,20.0
131210021,H,students_age_10_14,8.0
131210021,H,students_age_15_19,15.0
131210021,H,students_age_20_24,19.0
131210021,H,housestay,0.0
131210021,H,reformed,120.0
131210021,H,children_under_10,31.0
131210021,H,undemployed,58.0
131203011,M,worker_1st_sector,1.0
131203011,M,worker_2nd_sector,12.0
131203011,M,worker_3rd_sector,203.0
131203011,M,autonomous_or_employer,56.0
131203011,M,students_age_10_14,13.0
131203011,M,students_age_15_19,19.0
131203011,M,students_age_20_24,12.0
131203011,M,housestay,21.0
131203011,M,reformed,208.0
131203011,M,children_under_10,50.0
131203011,M,undemployed,96.0
131203011,H,worker_1st_sector,2.0
131203011,H,worker_2nd_sector,54.0
131203011,H,worker_3rd_sector,159.0
131203011,H,autonomous_or_employer,42.0
131203011,H,students_age_10_14,9.0
131203011,H,students_age_15_19,9.0
131203011,H,students_age_20_24,11.0
131203011,H,housestay,1.0
131203011,H,reformed,128.0
131203011,H,children_under_10,50.0
131203011,H,undemployed,76.0
131211007,M,worker_1st_sector,0.0
131211007,M,worker_2nd_sector,13.0
131211007,M,worker_3rd_sector,179.0
131211007,M,autonomous_or_employer,30.0
131211007,M,students_age_10_14,8.0
131211007,M,students_age_15_19,8.0
131211007,M,students_age_20_24,12.0
131211007,M,housestay,14.0
131211007,M,reformed,91.0
131211007,M,children_under_10,31.0
131211007,M,undemployed,45.0
131211007,H,worker_1st_sector,1.0
131211007,H,worker_2nd_sector,42.0
131211007,H,worker_3rd_sector,150.0
131211007,H,autonomous_or_employer,20.0
131211007,H,students_age_10_14,8.0
131211007,H,students_age_15_19,15.0
131211007,H,students_age_20_24,20.0
131211007,H,housestay,2.0
131211007,H,reformed,56.0
131211007,H,children_under_10,40.0
131211007,H,undemployed,43.0
131217041,M,worker_1st_sector,1.0
131217041,M,worker_2nd_sector,21.0
131217041,M,worker_3rd_sector,179.0
131217041,M,autonomous_or_employer,34.0
131217041,M,students_age_10_14,6.0
131217041,M,students_age_15_19,7.0
131217041,M,students_age_20_24,12.0
131217041,M,housestay,19.0
131217041,M,reformed,166.0
131217041,M,children_under_10,21.0
131217041,M,undemployed,56.0
131217041,H,worker_1st_sector,1.0
131217041,H,worker_2nd_sector,48.0
131217041,H,worker_3rd_sector,173.0
131217041,H,autonomous_or_employer,28.0
131217041,H,students_age_10_14,7.0
131217041,H,students_age_15_19,15.0
131217041,H,students_age_20_24,21.0
131217041,H,housestay,3.0
131217041,H,reformed,100.0
131217041,H,children_under_10,24.0
131217041,H,undemployed,45.0
131210010,M,worker_1st_sector,1.0
131210010,M,worker_2nd_sector,18.0
131210010,M,worker_3rd_sector,215.0
131210010,M,autonomous_or_employer,34.0
